topic,termNamesStr,domain,count
2,"[cases, new, deaths, confirmed, number]",iheart.com,2027
2,"[cases, new, deaths, confirmed, number]",thejakartapost.com,484
2,"[cases, new, deaths, confirmed, number]",news12.com,593
2,"[cases, new, deaths, confirmed, number]",go.com,473
2,"[cases, new, deaths, confirmed, number]",cbc.ca,750
2,"[cases, new, deaths, confirmed, number]",xinhuanet.com,2991
2,"[cases, new, deaths, confirmed, number]",timesnownews.com,800
2,"[cases, new, deaths, confirmed, number]",scoop.co.nz,176
2,"[cases, new, deaths, confirmed, number]",wfmz.com,401
2,"[cases, new, deaths, confirmed, number]",cnn.com,323
2,"[cases, new, deaths, confirmed, number]",financialexpress.com,415
2,"[cases, new, deaths, confirmed, number]",sfgate.com,1081
2,"[cases, new, deaths, confirmed, number]",washingtonpost.com,486
2,"[cases, new, deaths, confirmed, number]",theglobeandmail.com,268
2,"[cases, new, deaths, confirmed, number]",princegeorgecitizen.com,391
2,"[cases, new, deaths, confirmed, number]",hindustantimes.com,1450
2,"[cases, new, deaths, confirmed, number]",thehill.com,298
2,"[cases, new, deaths, confirmed, number]",cnbc.com,454
2,"[cases, new, deaths, confirmed, number]",nhregister.com,389
2,"[cases, new, deaths, confirmed, number]",patch.com,946
2,"[cases, new, deaths, confirmed, number]",prnewswire.com,19
2,"[cases, new, deaths, confirmed, number]",stuff.co.nz,351
1,"[market, us, economic, global, economy]",chron.com,834
1,"[market, us, economic, global, economy]",reuters.com,17142
1,"[market, us, economic, global, economy]",patch.com,116
1,"[market, us, economic, global, economy]",scoop.co.nz,522
1,"[market, us, economic, global, economy]",washingtonpost.com,792
1,"[market, us, economic, global, economy]",foxnews.com,178
1,"[market, us, economic, global, economy]",prnewswire.com,1808
1,"[market, us, economic, global, economy]",apnews.com,381
1,"[market, us, economic, global, economy]",dailymail.co.uk,1109
1,"[market, us, economic, global, economy]",ctpost.com,268
1,"[market, us, economic, global, economy]",thehindu.com,531
1,"[market, us, economic, global, economy]",cbc.ca,290
1,"[market, us, economic, global, economy]",news.com.au,203
1,"[market, us, economic, global, economy]",business-standard.com,2388
1,"[market, us, economic, global, economy]",chinadaily.com.cn,512
1,"[market, us, economic, global, economy]",channelnewsasia.com,863
1,"[market, us, economic, global, economy]",mirror.co.uk,44
1,"[market, us, economic, global, economy]",stltoday.com,568
1,"[market, us, economic, global, economy]",bbc.co.uk,174
1,"[market, us, economic, global, economy]",ksl.com,352
1,"[market, us, economic, global, economy]",sfgate.com,868
1,"[market, us, economic, global, economy]",indiatoday.in,298
1,"[market, us, economic, global, economy]",abs-cbn.com,256
1,"[market, us, economic, global, economy]",independent.co.uk,119
1,"[market, us, economic, global, economy]",straitstimes.com,699
1,"[market, us, economic, global, economy]",siouxcityjournal.com,263
1,"[market, us, economic, global, economy]",bbc.com,174
1,"[market, us, economic, global, economy]",nbcnews.com,417
1,"[market, us, economic, global, economy]",thehill.com,504
1,"[market, us, economic, global, economy]",yahoo.com,7898
1,"[market, us, economic, global, economy]",thejakartapost.com,476
1,"[market, us, economic, global, economy]",accesswdun.com,358
1,"[market, us, economic, global, economy]",stuff.co.nz,313
1,"[market, us, economic, global, economy]",thetelegraph.com,618
1,"[market, us, economic, global, economy]",nhregister.com,244
1,"[market, us, economic, global, economy]",pressandjournal.co.uk,244
1,"[market, us, economic, global, economy]",firstpost.com,658
1,"[market, us, economic, global, economy]",ibtimes.com,748
1,"[market, us, economic, global, economy]",netscape.com,951
1,"[market, us, economic, global, economy]",newsnow.co.uk,1214
1,"[market, us, economic, global, economy]",iheart.com,561
1,"[market, us, economic, global, economy]",fool.com,2938
1,"[market, us, economic, global, economy]",news12.com,290
1,"[market, us, economic, global, economy]",go.com,277
1,"[market, us, economic, global, economy]",orissapost.com,388
1,"[market, us, economic, global, economy]",wfmz.com,299
1,"[market, us, economic, global, economy]",forbes.com,1360
1,"[market, us, economic, global, economy]",indiatimes.com,3378
1,"[market, us, economic, global, economy]",newindianexpress.com,248
1,"[market, us, economic, global, economy]",nytimes.com,980
1,"[market, us, economic, global, economy]",nzherald.co.nz,459
1,"[market, us, economic, global, economy]",usatoday.com,192
1,"[market, us, economic, global, economy]",dawn.com,435
1,"[market, us, economic, global, economy]",ctvnews.ca,371
1,"[market, us, economic, global, economy]",inquirer.net,416
1,"[market, us, economic, global, economy]",tucson.com,291
1,"[market, us, economic, global, economy]",wickedlocal.com,398
1,"[market, us, economic, global, economy]",telegraph.co.uk,354
1,"[market, us, economic, global, economy]",latimes.com,166
1,"[market, us, economic, global, economy]",globalnews.ca,240
1,"[market, us, economic, global, economy]",vanguardngr.com,402
1,"[market, us, economic, global, economy]",seattlepi.com,374
1,"[market, us, economic, global, economy]",ndtv.com,621
1,"[market, us, economic, global, economy]",thestar.com,481
1,"[market, us, economic, global, economy]",greenwichtime.com,283
1,"[market, us, economic, global, economy]",prokerala.com,436
1,"[market, us, economic, global, economy]",financialexpress.com,1009
1,"[market, us, economic, global, economy]",thenews.com.pk,678
1,"[market, us, economic, global, economy]",express.co.uk,297
1,"[market, us, economic, global, economy]",theglobeandmail.com,1109
1,"[market, us, economic, global, economy]",theguardian.com,395
1,"[market, us, economic, global, economy]",cnn.com,237
1,"[market, us, economic, global, economy]",marketwatch.com,3845
1,"[market, us, economic, global, economy]",reliefweb.int,564
1,"[market, us, economic, global, economy]",msn.com,3926
1,"[market, us, economic, global, economy]",timesofisrael.com,131
1,"[market, us, economic, global, economy]",washingtontimes.com,492
1,"[market, us, economic, global, economy]",onlinenigeria.com,170
1,"[market, us, economic, global, economy]",timesnownews.com,418
1,"[market, us, economic, global, economy]",eveningexpress.co.uk,243
1,"[market, us, economic, global, economy]",allafrica.com,1042
1,"[market, us, economic, global, economy]",gazette.com,230
1,"[market, us, economic, global, economy]",china.org.cn,283
1,"[market, us, economic, global, economy]",lmtonline.com,352
1,"[market, us, economic, global, economy]",aljazeera.com,578
1,"[market, us, economic, global, economy]",cnbc.com,1636
1,"[market, us, economic, global, economy]",thestar.com.my,881
1,"[market, us, economic, global, economy]",moneycontrol.com,1553
1,"[market, us, economic, global, economy]",abc.net.au,256
1,"[market, us, economic, global, economy]",680news.com,365
1,"[market, us, economic, global, economy]",hindustantimes.com,551
1,"[market, us, economic, global, economy]",indianexpress.com,499
1,"[market, us, economic, global, economy]",newstimes.com,250
1,"[market, us, economic, global, economy]",daijiworld.com,350
1,"[market, us, economic, global, economy]",xinhuanet.com,707
1,"[market, us, economic, global, economy]",princegeorgecitizen.com,371
1,"[market, us, economic, global, economy]",aninews.in,288
1,"[market, us, economic, global, economy]",gulfnews.com,362
1,"[market, us, economic, global, economy]",stamfordadvocate.com,275
1,"[market, us, economic, global, economy]",thehour.com,303
6,"[people, virus, health, vaccine, spread]",ndtv.com,273
6,"[people, virus, health, vaccine, spread]",timesofisrael.com,589
6,"[people, virus, health, vaccine, spread]",patch.com,215
6,"[people, virus, health, vaccine, spread]",chron.com,685
6,"[people, virus, health, vaccine, spread]",siouxcityjournal.com,224
6,"[people, virus, health, vaccine, spread]",globalnews.ca,440
6,"[people, virus, health, vaccine, spread]",fool.com,237
6,"[people, virus, health, vaccine, spread]",telegraph.co.uk,835
6,"[people, virus, health, vaccine, spread]",prnewswire.com,456
6,"[people, virus, health, vaccine, spread]",bbc.co.uk,620
6,"[people, virus, health, vaccine, spread]",mirror.co.uk,401
6,"[people, virus, health, vaccine, spread]",vanguardngr.com,561
6,"[people, virus, health, vaccine, spread]",daijiworld.com,289
6,"[people, virus, health, vaccine, spread]",hindustantimes.com,633
6,"[people, virus, health, vaccine, spread]",washingtonpost.com,1049
6,"[people, virus, health, vaccine, spread]",iheart.com,1054
6,"[people, virus, health, vaccine, spread]",forbes.com,708
6,"[people, virus, health, vaccine, spread]",lmtonline.com,281
6,"[people, virus, health, vaccine, spread]",business-standard.com,840
6,"[people, virus, health, vaccine, spread]",stamfordadvocate.com,260
6,"[people, virus, health, vaccine, spread]",nbcnews.com,751
6,"[people, virus, health, vaccine, spread]",news12.com,281
6,"[people, virus, health, vaccine, spread]",cnn.com,356
6,"[people, virus, health, vaccine, spread]",msn.com,3502
6,"[people, virus, health, vaccine, spread]",channelnewsasia.com,510
6,"[people, virus, health, vaccine, spread]",express.co.uk,782
6,"[people, virus, health, vaccine, spread]",greenwichtime.com,246
6,"[people, virus, health, vaccine, spread]",allafrica.com,1621
6,"[people, virus, health, vaccine, spread]",aninews.in,205
6,"[people, virus, health, vaccine, spread]",apnews.com,242
6,"[people, virus, health, vaccine, spread]",yahoo.com,2826
6,"[people, virus, health, vaccine, spread]",wfmz.com,259
6,"[people, virus, health, vaccine, spread]",ctpost.com,280
6,"[people, virus, health, vaccine, spread]",financialexpress.com,293
6,"[people, virus, health, vaccine, spread]",thestar.com.my,618
6,"[people, virus, health, vaccine, spread]",seattlepi.com,287
6,"[people, virus, health, vaccine, spread]",eveningexpress.co.uk,464
6,"[people, virus, health, vaccine, spread]",nytimes.com,1097
6,"[people, virus, health, vaccine, spread]",accesswdun.com,270
6,"[people, virus, health, vaccine, spread]",680news.com,298
6,"[people, virus, health, vaccine, spread]",ksl.com,304
6,"[people, virus, health, vaccine, spread]",thestar.com,431
6,"[people, virus, health, vaccine, spread]",stuff.co.nz,528
6,"[people, virus, health, vaccine, spread]",straitstimes.com,639
6,"[people, virus, health, vaccine, spread]",ibtimes.com,448
6,"[people, virus, health, vaccine, spread]",thetelegraph.com,621
6,"[people, virus, health, vaccine, spread]",inquirer.net,431
6,"[people, virus, health, vaccine, spread]",indiatoday.in,304
6,"[people, virus, health, vaccine, spread]",timesnownews.com,451
6,"[people, virus, health, vaccine, spread]",xinhuanet.com,421
6,"[people, virus, health, vaccine, spread]",theguardian.com,1084
6,"[people, virus, health, vaccine, spread]",reliefweb.int,908
6,"[people, virus, health, vaccine, spread]",abs-cbn.com,337
6,"[people, virus, health, vaccine, spread]",latimes.com,324
6,"[people, virus, health, vaccine, spread]",thehindu.com,576
6,"[people, virus, health, vaccine, spread]",princegeorgecitizen.com,231
6,"[people, virus, health, vaccine, spread]",washingtontimes.com,396
6,"[people, virus, health, vaccine, spread]",gulfnews.com,335
6,"[people, virus, health, vaccine, spread]",dailymail.co.uk,2424
6,"[people, virus, health, vaccine, spread]",usatoday.com,275
6,"[people, virus, health, vaccine, spread]",reuters.com,2700
6,"[people, virus, health, vaccine, spread]",firstpost.com,375
6,"[people, virus, health, vaccine, spread]",tucson.com,378
6,"[people, virus, health, vaccine, spread]",thehill.com,478
6,"[people, virus, health, vaccine, spread]",theglobeandmail.com,473
6,"[people, virus, health, vaccine, spread]",foxnews.com,522
6,"[people, virus, health, vaccine, spread]",newindianexpress.com,267
6,"[people, virus, health, vaccine, spread]",news.com.au,446
6,"[people, virus, health, vaccine, spread]",newstimes.com,218
6,"[people, virus, health, vaccine, spread]",marketwatch.com,314
6,"[people, virus, health, vaccine, spread]",orissapost.com,372
6,"[people, virus, health, vaccine, spread]",independent.co.uk,357
6,"[people, virus, health, vaccine, spread]",wickedlocal.com,874
6,"[people, virus, health, vaccine, spread]",aljazeera.com,558
6,"[people, virus, health, vaccine, spread]",moneycontrol.com,255
6,"[people, virus, health, vaccine, spread]",go.com,492
6,"[people, virus, health, vaccine, spread]",scoop.co.nz,370
6,"[people, virus, health, vaccine, spread]",onlinenigeria.com,359
6,"[people, virus, health, vaccine, spread]",sfgate.com,785
6,"[people, virus, health, vaccine, spread]",thejakartapost.com,456
6,"[people, virus, health, vaccine, spread]",thehour.com,244
6,"[people, virus, health, vaccine, spread]",indiatimes.com,1484
6,"[people, virus, health, vaccine, spread]",dawn.com,561
6,"[people, virus, health, vaccine, spread]",newsnow.co.uk,449
6,"[people, virus, health, vaccine, spread]",pressandjournal.co.uk,442
6,"[people, virus, health, vaccine, spread]",prokerala.com,353
6,"[people, virus, health, vaccine, spread]",ctvnews.ca,505
6,"[people, virus, health, vaccine, spread]",indianexpress.com,464
6,"[people, virus, health, vaccine, spread]",nhregister.com,267
6,"[people, virus, health, vaccine, spread]",chinadaily.com.cn,736
6,"[people, virus, health, vaccine, spread]",nzherald.co.nz,637
6,"[people, virus, health, vaccine, spread]",bbc.com,609
6,"[people, virus, health, vaccine, spread]",gazette.com,210
6,"[people, virus, health, vaccine, spread]",cbc.ca,547
6,"[people, virus, health, vaccine, spread]",stltoday.com,356
6,"[people, virus, health, vaccine, spread]",china.org.cn,244
6,"[people, virus, health, vaccine, spread]",abc.net.au,491
6,"[people, virus, health, vaccine, spread]",cnbc.com,323
6,"[people, virus, health, vaccine, spread]",thenews.com.pk,819
6,"[people, virus, health, vaccine, spread]",netscape.com,287
5,"[patients, hospital, health, care, medical]",thestar.com.my,366
5,"[patients, hospital, health, care, medical]",fool.com,176
5,"[patients, hospital, health, care, medical]",patch.com,249
5,"[patients, hospital, health, care, medical]",nytimes.com,594
5,"[patients, hospital, health, care, medical]",washingtontimes.com,285
5,"[patients, hospital, health, care, medical]",onlinenigeria.com,321
5,"[patients, hospital, health, care, medical]",stltoday.com,258
5,"[patients, hospital, health, care, medical]",independent.co.uk,190
5,"[patients, hospital, health, care, medical]",msn.com,2142
5,"[patients, hospital, health, care, medical]",nzherald.co.nz,259
5,"[patients, hospital, health, care, medical]",foxnews.com,301
5,"[patients, hospital, health, care, medical]",pressandjournal.co.uk,278
5,"[patients, hospital, health, care, medical]",ctvnews.ca,500
5,"[patients, hospital, health, care, medical]",indiatimes.com,3127
5,"[patients, hospital, health, care, medical]",eveningexpress.co.uk,284
5,"[patients, hospital, health, care, medical]",chinadaily.com.cn,226
5,"[patients, hospital, health, care, medical]",latimes.com,221
5,"[patients, hospital, health, care, medical]",scoop.co.nz,104
5,"[patients, hospital, health, care, medical]",vanguardngr.com,451
5,"[patients, hospital, health, care, medical]",thehindu.com,1640
5,"[patients, hospital, health, care, medical]",newindianexpress.com,690
5,"[patients, hospital, health, care, medical]",tucson.com,209
5,"[patients, hospital, health, care, medical]",thestar.com,316
5,"[patients, hospital, health, care, medical]",nhregister.com,230
5,"[patients, hospital, health, care, medical]",wickedlocal.com,941
5,"[patients, hospital, health, care, medical]",prokerala.com,847
5,"[patients, hospital, health, care, medical]",timesofisrael.com,224
5,"[patients, hospital, health, care, medical]",business-standard.com,2219
5,"[patients, hospital, health, care, medical]",daijiworld.com,545
5,"[patients, hospital, health, care, medical]",moneycontrol.com,287
5,"[patients, hospital, health, care, medical]",abs-cbn.com,267
5,"[patients, hospital, health, care, medical]",newstimes.com,183
5,"[patients, hospital, health, care, medical]",apnews.com,187
5,"[patients, hospital, health, care, medical]",aljazeera.com,280
5,"[patients, hospital, health, care, medical]",princegeorgecitizen.com,227
5,"[patients, hospital, health, care, medical]",chron.com,548
5,"[patients, hospital, health, care, medical]",lmtonline.com,252
5,"[patients, hospital, health, care, medical]",reliefweb.int,430
5,"[patients, hospital, health, care, medical]",channelnewsasia.com,297
5,"[patients, hospital, health, care, medical]",inquirer.net,462
5,"[patients, hospital, health, care, medical]",express.co.uk,187
5,"[patients, hospital, health, care, medical]",china.org.cn,188
5,"[patients, hospital, health, care, medical]",globalnews.ca,346
5,"[patients, hospital, health, care, medical]",marketwatch.com,190
5,"[patients, hospital, health, care, medical]",cbc.ca,664
5,"[patients, hospital, health, care, medical]",straitstimes.com,282
5,"[patients, hospital, health, care, medical]",gazette.com,178
5,"[patients, hospital, health, care, medical]",news12.com,248
5,"[patients, hospital, health, care, medical]",theguardian.com,439
5,"[patients, hospital, health, care, medical]",news.com.au,121
5,"[patients, hospital, health, care, medical]",cnn.com,287
5,"[patients, hospital, health, care, medical]",accesswdun.com,204
5,"[patients, hospital, health, care, medical]",thetelegraph.com,601
5,"[patients, hospital, health, care, medical]",indiatoday.in,599
5,"[patients, hospital, health, care, medical]",sfgate.com,756
5,"[patients, hospital, health, care, medical]",mirror.co.uk,262
5,"[patients, hospital, health, care, medical]",bbc.com,299
5,"[patients, hospital, health, care, medical]",firstpost.com,456
5,"[patients, hospital, health, care, medical]",stuff.co.nz,196
5,"[patients, hospital, health, care, medical]",wfmz.com,216
5,"[patients, hospital, health, care, medical]",dailymail.co.uk,1566
5,"[patients, hospital, health, care, medical]",allafrica.com,822
5,"[patients, hospital, health, care, medical]",abc.net.au,173
5,"[patients, hospital, health, care, medical]",aninews.in,1118
5,"[patients, hospital, health, care, medical]",thejakartapost.com,235
5,"[patients, hospital, health, care, medical]",bbc.co.uk,349
5,"[patients, hospital, health, care, medical]",newsnow.co.uk,261
5,"[patients, hospital, health, care, medical]",stamfordadvocate.com,207
5,"[patients, hospital, health, care, medical]",financialexpress.com,544
5,"[patients, hospital, health, care, medical]",iheart.com,900
5,"[patients, hospital, health, care, medical]",netscape.com,160
5,"[patients, hospital, health, care, medical]",cnbc.com,150
5,"[patients, hospital, health, care, medical]",greenwichtime.com,203
5,"[patients, hospital, health, care, medical]",680news.com,195
5,"[patients, hospital, health, care, medical]",theglobeandmail.com,274
5,"[patients, hospital, health, care, medical]",usatoday.com,192
5,"[patients, hospital, health, care, medical]",hindustantimes.com,1313
5,"[patients, hospital, health, care, medical]",xinhuanet.com,349
5,"[patients, hospital, health, care, medical]",reuters.com,1705
5,"[patients, hospital, health, care, medical]",ibtimes.com,206
5,"[patients, hospital, health, care, medical]",siouxcityjournal.com,142
5,"[patients, hospital, health, care, medical]",thenews.com.pk,1007
5,"[patients, hospital, health, care, medical]",thehill.com,194
5,"[patients, hospital, health, care, medical]",telegraph.co.uk,223
5,"[patients, hospital, health, care, medical]",gulfnews.com,294
5,"[patients, hospital, health, care, medical]",dawn.com,653
5,"[patients, hospital, health, care, medical]",seattlepi.com,208
5,"[patients, hospital, health, care, medical]",washingtonpost.com,490
5,"[patients, hospital, health, care, medical]",prnewswire.com,472
5,"[patients, hospital, health, care, medical]",timesnownews.com,752
5,"[patients, hospital, health, care, medical]",ndtv.com,507
5,"[patients, hospital, health, care, medical]",thehour.com,205
5,"[patients, hospital, health, care, medical]",ctpost.com,175
5,"[patients, hospital, health, care, medical]",orissapost.com,710
5,"[patients, hospital, health, care, medical]",yahoo.com,1753
5,"[patients, hospital, health, care, medical]",go.com,323
5,"[patients, hospital, health, care, medical]",indianexpress.com,1688
5,"[patients, hospital, health, care, medical]",ksl.com,243
5,"[patients, hospital, health, care, medical]",nbcnews.com,466
5,"[patients, hospital, health, care, medical]",forbes.com,238